invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
S07842500009,2012-09-19,3909,D And S Grocery,104 SE  A ST,MELCHER-DALLAS,50163,POINT (-93.24163400000002 41.222471),63,Marion,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06
INV-39153000138,2021-08-12,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,POINT (-93.596754 41.554101),77,POLK,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,60,217.8,60.0,15.85
S30479500032,2016-02-01,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,POINT (-91.26496500000002 42.101677),53,Jones,1031100.0,100 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,30,324.0,52.5,13.87
S30569400111,2016-02-04,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15677,Powers Irish Whiskey,12,1000,16.49,24.74,4,98.96,4.0,1.06
S25927800036,2015-06-01,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,POINT (-91.06411300000002 41.408437),70,Muscatine,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,4,45.72,4.0,1.06
S32068100110,2016-05-02,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302,,57,Linn,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,15.5,23.25,4,93.0,4.0,1.06
S10960700040,2013-03-06,3650,"Spirits, Stogies and Stuff",118 South Main St.,HOLSTEIN,51025,POINT (-95.544794 42.488704),47,Ida,1041200.0,AMERICAN SLOE GINS,434,Luxco-St Louis,33717,Paramount Sloe Gin,12,1000,5.17,7.75,4,31.0,4.0,1.06
S18474300029,2014-04-17,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,96,317.76,96.0,25.36
S07897100102,2012-09-24,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),7,Black Hawk,1081350.0,SPEARMINT SCHNAPPS,434,Luxco-St Louis,82187,Arrow Spearmint Schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06
S20259200051,2014-07-23,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,Woodbury,1081030.0,COFFEE LIQUEURS,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,72,906.48,72.0,19.02
S14173200071,2013-08-28,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,POINT (-95.79375 42.165915),67,Monona,1081312.0,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06
S29343700005,2015-11-30,5095,Carterlake Mini Mart,"1001, LOCUST ST",CARTER LAKE,51510,POINT (-95.915947 41.284951),78,Pottawattamie,1051140.0,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56194,Paul Masson Peach Grande Amber Brandy Mini,10,600,7.12,10.68,2,21.36,1.2,0.32
INV-03883100095,2017-03-20,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77,POLK,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,60,217.8,60.0,15.85
INV-03915400182,2017-03-21,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7,BLACK HAWK,1062100.0,Gold Rum,35,BACARDI USA INC,43034,Bacardi Gold Rum,24,375,4.5,6.75,5,33.75,1.88,0.5
INV-13973800007,2018-08-21,3650,"Spirits, Stogies and Stuff",118 South Main St.,Holstein,51025,POINT (-95.544794 42.488704),47,IDA,1011600.0,Straight Rye Whiskies,255.0,Infinium Spirits,26858,Templeton 4YR Rye,12,375,9.99,14.99,3,44.97,1.12,0.29
INV-25983900065,2020-03-18,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577.0,POINT (-92.648153 41.296228),62,MAHASKA,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,15.15,22.73,2,45.46,2.0,0.52
S22134600007,2014-11-03,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,837,"The Glenlivet Tasting Kit w/12YR 200ml, 15YR 200ml & 18YR 200ml",6,600,34.99,52.49,2,104.98,1.2,0.32
S30664600029,2016-02-10,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85,Story,1012400.0,JAPANESE WHISKY,370.0,Pernod Ricard USA/Austin Nichols,15667,Jameson Black Barrel,12,750,17.49,26.24,84,2204.16,63.0,16.64
INV-23153700169,2019-11-11,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,,,55.0,SAZERAC NORTH AMERICA,84197,99 Pineapple Mini,10,600,6.0,9.0,10,90.0,6.0,1.58
INV-23311100015,2019-11-19,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1062300.0,Aged Dark Rum,65.0,Jim Beam Brands,44487,Cruzan Dark,12,1000,8.4,12.6,2,25.2,2.0,0.52
INV-12911300110,2018-06-27,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081500.0,Triple Sec,434.0,LUXCO INC,86310,La Prima Triple Sec,12,1000,3.0,4.5,48,216.0,48.0,12.68
INV-09746600025,2018-01-11,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77,POLK,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
S15131800066,2013-10-14,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1042100.0,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28087,Beefeater Gin,12,1000,14.49,21.74,4,86.96,4.0,1.06
INV-18419500001,2019-03-28,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,120,3256.8,90.0,23.77
S31597300061,2016-04-04,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591868 41.682337000000004),52,Johnson,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,60,1628.4,45.0,11.89
S31905300100,2016-04-21,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1042100.0,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,1000,16.5,24.75,4,99.0,4.0,1.06
INV-14949500001,2018-10-10,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1091000.0,American Distilled Spirits Specialty,421,SAZERAC COMPANY  INC,927615,HA White Dog Mash #1,12,375,9.0,13.5,3,40.5,1.12,0.29
INV-42709800030,2021-12-08,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536.0,POINT (-94.678807 43.10937),74,PALO ALTO,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,2,11.52,2.0,0.52
S08589200027,2012-10-25,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
S13808500128,2013-08-08,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,84,960.12,84.0,22.19
S12214000042,2013-05-14,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,48,158.88,48.0,12.68
INV-28781900042,2020-07-17,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036.0,POINT (-93.867439 42.037347),8,BOONE,1081500.0,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,4,23.04,4.0,1.05
INV-39173000001,2021-08-12,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312.0,POINT (-93.664182 41.586319),77,POLK,1092000.0,Imported Distilled Spirits Specialty,978,W J Deutsch & Sons LTD,949000,Pierre Ferrand Cognac 1840,6,750,27.25,40.88,30,1226.4,22.5,5.94
INV-23448800042,2019-11-25,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1011600.0,Straight Rye Whiskies,255.0,Infinium Spirits,27102,Templeton 4YR Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
S30494000020,2016-02-01,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2ND,DES MOINES,50313,POINT (-93.619906 41.643664),77,Polk,1052100.0,,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.74,8.61,4,34.44,0.8,0.21
S30132700142,2016-01-11,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,72,261.36,72.0,19.02
S13809200149,2013-08-08,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,18,488.34,13.5,3.57
S32112400001,2016-05-03,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1012210.0,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",464,Glenmorangie Pioneer Pack,6,850,22.99,34.49,6,206.94,5.1,1.35
S27971000034,2015-09-17,3732,North Scott Foods,425 E LECLAIRE RD,ELDRIDGE,52748,POINT (-90.577311 41.654695000000004),82,Scott,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67527,Kahlua Coffee Liqueur,12,1000,15.49,23.24,4,92.96,4.0,1.06
INV-18236000018,2019-03-20,4271,Fareway Stores #827 / Centerville,305 S 18th St,Centerville,52544,POINT (-92.86793 40.73112),4,APPANOOSE,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,14.99,22.49,4,89.96,4.0,1.05
INV-36320300117,2021-05-04,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158.0,POINT (-92.912817 42.039205),64,MARSHALL,1091300,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,3,39.39,0.15,0.03
INV-36275500019,2021-05-03,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314.0,POINT (-93.619787 41.60566),77,POLK,1082100,Imported Cordials & Liqueur,619,Campari America,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33,2,76.66,2.0,0.52
S26155700005,2015-06-11,4104,Fareway Stores #491 / Mason City,400 NORTH DELAWARE AVE,MASON CITY,50401,POINT (-93.199494 43.155945),17,Cerro Gordo,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,150,1681.5,262.5,69.35
S09654700001,2012-12-21,4320,Fareway Stores #470 / Perry,1315 WILLIS AVE,PERRY,50220,POINT (-94.103123 41.838522),8,Boone,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
INV-03829200092,2017-03-16,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77,POLK,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee Liqueur,12,1000,14.99,22.49,60,1349.4,60.0,15.85
INV-29793700009,2020-08-27,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317.0,POINT (-93.519187 41.598109),77,Polk,1700000.0,Temporary &  Specialty Packages,566,"Foundry Distilling Company, LLC",26243,Midnight Ritual,6,750,30.33,45.5,30,1365.0,22.5,5.94
INV-27687800007,2020-06-03,3987,Wine and Spirits Shoppe Of,111 S Phillips St,Algona,50511.0,POINT (-94.226874 43.068382),55,KOSSUTH,1091100.0,American Distilled Spirit Specialty,578,S&B Farms Distillery,77055,Sir Winston Peach,6,750,13.01,19.52,30,585.6,22.5,5.94
INV-27666300202,2020-06-02,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7,BLACK HAWK,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67524,Kahlua Coffee,24,375,6.49,9.74,1,9.74,0.37,0.09
INV-25986500043,2020-03-18,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591.0,POINT (-92.20510500000002 41.333293),54,KEOKUK,1062300.0,Aged Dark Rum,421,SAZERAC COMPANY  INC,42167,Myers's Original Dark Rum,12,1000,13.0,19.5,2,39.0,2.0,0.52
INV-39634200059,2021-08-27,3818,Round Window Liquor,703 W Pleasant St,Knoxville,50138.0,POINT (-93.10564100000002 41.320746),63,MARION,1041300.0,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
S30703200090,2016-02-15,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400.0,TRIPLE SEC,55.0,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.2,312,998.4,312.0,82.42
S30868700017,2016-02-22,4845,3rd St Convenience,"216, 3RD ST SE",CEDAR RAPIDS,52401,POINT (-91.666081 41.977896),57,Linn,1031100.0,100 PROOF VODKA,297.0,Laird And Company,35913,Five O'clock Vodka,48,200,1.13,1.7,48,81.6,9.6,2.54
INV-27198200032,2020-05-12,5173,Audubon Food Land,104 Market St,Audubon,50025.0,POINT (-94.93625 41.723057),5,AUDUBON,1041300.0,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
INV-28454400020,2020-07-03,5384,Casey's General Store # 2698/ Perry,1308 1st Street,Perry,50220.0,POINT (-94.196008 41.595366),25,DALLAS,1091300.0,Neutral Grain Spirits Flavored,384,PIEDMONT DISTILLERS INC,76040,Midnight Moon Strawberry,6,750,11.5,17.25,18,310.5,13.5,3.56
S06616400038,2012-07-18,4044,Kum & Go #713 / Burlington,421 N MAIN ST,BURLINGTON,52601,POINT (-91.101093 40.811112),29,Des Moines,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,1000,6.35,9.53,4,38.12,4.0,1.06
S27806000028,2015-09-09,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081380.0,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,7.62,11.43,5,57.15,5.0,1.32
INV-33469000087,2021-01-14,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131.0,POINT (-93.697731 41.665172),77,POLK,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67526,Kahlua Coffee,12,750,12.99,19.49,72,1403.28,54.0,14.26
INV-23249700016,2019-11-15,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1081100.0,Coffee Liqueurs,370.0,PERNOD RICARD USA,67528,Kahlua Coffee,6,1750,24.99,37.49,36,1349.64,63.0,16.64
INV-23373100120,2019-11-21,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1081500.0,Triple Sec,434.0,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,180,653.4,180.0,47.55
INV-39032800021,2021-08-09,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266.0,POINT (-93.808855 41.598515),77,POLK,1062100.0,Gold Rum,35,BACARDI USA INC,43034,Bacardi Gold,24,375,4.5,6.75,3,20.25,1.12,0.29
S30078400001,2016-01-12,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1701100.0,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,36409,Effen Football Sleeve,6,750,18.89,28.34,18,510.12,13.5,3.57
S27664000023,2015-09-01,4103,Fareway Stores #093 / Ames,3619 STANGE RD,AMES,50010,POINT (-93.645008 42.057108),85,Story,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,33511,Absolut Nightlife,12,750,11.49,17.24,120,2068.8,90.0,23.78
S05818500006,2012-05-31,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15862,Redbreast  Cask Strength,6,750,31.28,46.92,18,844.56,13.5,3.57
S07474700057,2012-08-31,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,7,Black Hawk,1081317.0,GRAPE SCHNAPPS,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,7.35,11.02,4,44.08,4.0,1.06
S27960200052,2015-09-16,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1031100.0,100 PROOF VODKA,260,Diageo Americas,39868,Smirnoff Vodka 100 Prf,6,1750,16.0,24.0,3,72.0,5.25,1.39
S28895100022,2015-11-05,5093,Cody Mart,1220 N CODY RD,LE CLAIRE,52753,POINT (-90.34429 41.611036),82,Scott,1701100.0,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",494,Grey Goose w/2 Martini Glasses,3,1750,35.42,53.13,3,159.39,5.25,1.39
S09708300058,2012-12-26,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,POINT (-92.631487 41.296286),10,Buchanan,1081330.0,PEACH SCHNAPPS,434,Luxco-St Louis,84457,Paramount Peach Schnapps,12,1000,4.65,6.98,4,27.92,4.0,1.06
INV-42549700002,2021-12-03,9002,Mississippi River Distillery,303 N Cody Rd,Leclaire,52753.0,POINT (-90.34359400000001 41.599733),82,Scott,1011600,Straight Rye Whiskies,306.0,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,60,1725.6,45.0,11.88
S14079600007,2013-10-04,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT (-94.153456 42.505334),42,Hardin,1701100.0,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,1400,Crown Royal w/2 Glasses,6,750,14.75,22.13,132,2921.16,99.0,26.15
S13723000053,2013-08-06,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36887,McCormick Vodka,12,1000,4.13,6.2,4,24.8,4.0,1.06
S25221300061,2015-04-22,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081370.0,WATERMELON SCHNAPPS,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.62,11.43,4,45.72,4.0,1.06
S13504400003,2013-07-23,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,POINT (-94.372786 41.047714),88,Union,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,18,488.34,13.5,3.57
INV-06738300006,2017-08-17,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1012300.0,Single Malt Scotch,420,MOET HENNESSY USA,464,Glenmorangie Pioneer Pack,6,850,23.49,35.24,6,211.44,5.1,1.35
INV-13782100055,2018-08-10,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1092100.0,Imported Distilled Spirit Specialty,434.0,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.17,7.76,72,558.72,72.0,19.02
INV-39388600009,2021-08-20,5425,Spirits Liquor / Grimes,109 E 1st St. # B,Grimes,50111.0,POINT (-93.793827 41.68840000000001),77,POLK,1092100.0,Imported Distilled Spirit Specialty,293,JINRO AMERICA INC,965266,SOOH Jinro Classic Soju,20,375,3.0,4.5,20,90.0,7.5,1.98
S30439700037,2016-01-28,5102,Wilkie Liquors,724 1st  ST  SE,MOUNT VERNON,52314,POINT (-91.410401 41.918328),57,Linn,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.42,3.63,72,261.36,72.0,19.02
S30472800064,2016-02-01,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1052100.0,,420,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.74,8.61,4,34.44,0.8,0.21
S30561100001,2016-02-03,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081700.0,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.92,7.38,120,885.6,120.0,31.7
S27108000004,2015-08-03,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,Polk,1012300.0,IRISH WHISKIES,65,Jim Beam Brands,15737,2 Gingers Mini,1,4800,71.04,106.56,1,106.56,4.8,1.27
S13655100018,2013-07-31,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1081700.0,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76036,Midnight Moon Apple Pie,6,750,10.42,15.63,18,281.34,13.5,3.57
S10373000001,2013-02-05,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,2878,Absolut Zing Zang Bloody Mary Mix,3,1750,19.99,29.99,156,4678.44,273.0,72.12
S24222900031,2015-02-25,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081380.0,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,7.62,11.43,10,114.3,10.0,2.64
INV-03691700026,2017-03-09,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807.0,POINT (-90.527081 41.559731),82,SCOTT,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,144,522.72,144.0,38.04
INV-03930400001,2017-03-22,9013,Iowa Distilling Company,4349 Cumming Ave.,Cumming,50061.0,POINT (-93.762456 41.483192),91,WARREN,1011600.0,Straight Rye Whiskies,154,DUNKEL CORPORATION,927135,Caribbean Cask Rye Whiskey,6,750,3.75,5.63,36,202.68,27.0,7.13
INV-13958700081,2018-08-21,2545,Hy-Vee Drugstore / Iowa City,310 N 1st St,Iowa City,52245,POINT (-91.528105 42.207428),52,JOHNSON,1081500.0,Triple Sec,65.0,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,2,7.0,2.0,0.52
INV-34092900053,2021-02-08,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77,POLK,1081500,Triple Sec,434.0,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,180,653.4,180.0,47.55
INV-39581800050,2021-08-26,3973,MMDG SPIRITS / Ames,126A Welch Ave,Ames,50014.0,POINT (-93.650131 42.021789),85,STORY,1081500.0,Triple Sec,421,SAZERAC COMPANY  INC,86390,Montezuma Triple Sec,12,1000,2.13,3.2,48,153.6,48.0,12.68
S08577900001,2012-10-25,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,POINT (-91.718042 41.949215),57,Linn,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
S11380400066,2013-04-01,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),7,Black Hawk,1081312.0,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.62,11.43,4,45.72,4.0,1.06
INV-28620200002,2020-07-10,2514,Hy-Vee Drugstore / Marion,2790 7th Avenue,Marion,52302.0,POINT (-91.582229 42.033186),57,LINN,1012300.0,Single Malt Scotch,205,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,3,98.7,5.25,1.38
INV-12636400005,2018-06-13,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,,85,STORY,1012300.0,Single Malt Scotch,370.0,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,4,170.88,4.0,1.06
S19804400028,2014-06-27,4307,Crossroads Wine and Liquor,117 IOWA AVE,DUNLAP,712-2,POINT (-95.602969 41.854728),43,Harrison,1701100.0,DECANTERS & SPECIALTY PACKAGES,410,The Patron Spirits Company,3526,Patron Rainbow Pack,20,150,10.05,15.08,1,15.08,0.15,0.04
